Incident Type,Institution,date,Incidents,Prison.Type
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2020-11-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2020-12-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2021-01-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2021-02-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2021-04-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2021-05-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Kewanee,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2020-07-01,9,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2020-08-01,5,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2020-09-01,7,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2020-10-01,15,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2020-11-01,9,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2020-12-01,6,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2021-01-01,15,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2021-02-01,5,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2021-03-01,7,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2021-04-01,9,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2021-05-01,12,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Joliet,2021-06-01,13,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2020-07-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2020-08-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2020-09-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2020-10-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2020-11-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2020-12-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2021-01-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2021-02-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2021-04-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2021-05-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Lincoln,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2020-07-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2020-08-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2020-09-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2020-10-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2020-11-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2020-12-01,3,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2021-01-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2021-02-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2021-04-01,2,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2021-05-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Robinson,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2020-07-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2020-08-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2020-09-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2020-10-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2020-11-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2020-12-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2021-01-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2021-02-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2021-04-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2021-05-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Southwestern Illinois,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2020-07-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2020-08-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2020-09-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2020-10-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2020-11-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2020-12-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2021-01-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2021-02-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2021-04-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2021-05-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Taylorville,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2020-07-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2020-08-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2020-09-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2020-10-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2020-11-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2020-12-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2021-01-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2021-02-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2021-04-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2021-05-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vandalia,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2020-07-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2020-08-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2020-09-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2020-10-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2020-11-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2020-12-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2021-01-01,1,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2021-02-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2021-03-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2021-04-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2021-05-01,0,Minimum Security
Mental Health - Number of Offenders on Continuous Watch Status,Vienna,2021-06-01,0,Minimum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2020-07-01,28,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2020-08-01,14,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2020-09-01,27,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2020-10-01,28,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2020-11-01,30,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2020-12-01,25,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2021-01-01,30,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2021-02-01,31,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2021-03-01,36,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2021-04-01,17,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2021-05-01,19,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Logan (Female),2021-06-01,22,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2020-07-01,5,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2020-08-01,9,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2020-09-01,18,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2020-10-01,8,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2020-11-01,15,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2020-12-01,6,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2021-01-01,6,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2021-02-01,8,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2021-03-01,6,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2021-04-01,5,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2021-05-01,10,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Menard,2021-06-01,5,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2020-07-01,87,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2020-08-01,79,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2020-09-01,56,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2020-10-01,43,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2020-11-01,60,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2020-12-01,71,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2021-01-01,57,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2021-02-01,57,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2021-03-01,80,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2021-04-01,70,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2021-05-01,61,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Pontiac,2021-06-01,74,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Stateville,2020-07-01,36,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Stateville,2020-08-01,29,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Stateville,2020-09-01,42,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Stateville,2020-10-01,32,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Stateville,2020-11-01,33,Maximum Security
Mental Health - Number of Offenders on Suicide Watch Status,Stateville,2020-12-01,27,Maximum Security
